Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-03 01:00:00+00:00,6.375500202178955,6.376100063323975,6.372200012207031,6.373799800872803,6.373799800872803,0
2021-12-03 02:00:00+00:00,6.374000072479248,6.37470006942749,6.372200012207031,6.3744001388549805,6.3744001388549805,0
2021-12-03 03:00:00+00:00,6.374300003051758,6.3744001388549805,6.368199825286865,6.371699810028076,6.371699810028076,0
2021-12-03 04:00:00+00:00,6.371699810028076,6.372499942779541,6.368199825286865,6.371600151062012,6.371600151062012,0
2021-12-03 05:00:00+00:00,6.371600151062012,6.372000217437744,6.365099906921387,6.368800163269043,6.368800163269043,0
2021-12-03 06:00:00+00:00,6.368800163269043,6.369999885559082,6.366799831390381,6.369500160217285,6.369500160217285,0
2021-12-03 07:00:00+00:00,6.369500160217285,6.37060022354126,6.367800235748291,6.36899995803833,6.36899995803833,0
2021-12-03 08:00:00+00:00,6.36899995803833,6.373600006103516,6.364999771118164,6.371799945831299,6.371799945831299,0
2021-12-03 09:00:00+00:00,6.371799945831299,6.372000217437744,6.367000102996826,6.371500015258789,6.371500015258789,0
2021-12-03 10:00:00+00:00,6.371500015258789,6.372000217437744,6.367300033569336,6.370299816131592,6.370299816131592,0
2021-12-03 11:00:00+00:00,6.370299816131592,6.370299816131592,6.366499900817871,6.369999885559082,6.369999885559082,0
2021-12-03 12:00:00+00:00,6.369999885559082,6.370999813079834,6.369999885559082,6.370500087738037,6.370500087738037,0
2021-12-03 13:00:00+00:00,6.370500087738037,6.370500087738037,6.367300033569336,6.36959981918335,6.36959981918335,0
2021-12-03 14:00:00+00:00,6.369800090789795,6.374000072479248,6.369800090789795,6.373799800872803,6.373799800872803,0
2021-12-03 15:00:00+00:00,6.373799800872803,6.375999927520752,6.373799800872803,6.375800132751465,6.375800132751465,0
2021-12-03 16:00:00+00:00,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,0
2021-12-03 19:00:00+00:00,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,0
2021-12-03 20:00:00+00:00,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,0
2021-12-03 23:00:00+00:00,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,6.375800132751465,0
2021-12-06 01:00:00+00:00,6.369999885559082,6.371500015258789,6.365900039672852,6.366700172424316,6.366700172424316,0
2021-12-06 02:00:00+00:00,6.365799903869629,6.369200229644775,6.365799903869629,6.368199825286865,6.368199825286865,0
2021-12-06 03:00:00+00:00,6.368500232696533,6.368899822235107,6.365099906921387,6.368800163269043,6.368800163269043,0
2021-12-06 04:00:00+00:00,6.368800163269043,6.368800163269043,6.365099906921387,6.368599891662598,6.368599891662598,0
2021-12-06 05:00:00+00:00,6.368599891662598,6.370800018310547,6.365099906921387,6.370500087738037,6.370500087738037,0
2021-12-06 06:00:00+00:00,6.370500087738037,6.372499942779541,6.369500160217285,6.370800018310547,6.370800018310547,0
2021-12-06 07:00:00+00:00,6.370800018310547,6.373300075531006,6.369900226593018,6.372200012207031,6.372200012207031,0
2021-12-06 08:00:00+00:00,6.372200012207031,6.372600078582764,6.367700099945068,6.371799945831299,6.371799945831299,0
2021-12-06 09:00:00+00:00,6.371799945831299,6.375800132751465,6.368800163269043,6.375800132751465,6.375800132751465,0
2021-12-06 10:00:00+00:00,6.375800132751465,6.377699851989746,6.372099876403809,6.376999855041504,6.376999855041504,0
2021-12-06 11:00:00+00:00,6.376999855041504,6.378399848937988,6.37470006942749,6.377500057220459,6.377500057220459,0
2021-12-06 12:00:00+00:00,6.377500057220459,6.3780999183654785,6.373899936676025,6.376999855041504,6.376999855041504,0
2021-12-06 13:00:00+00:00,6.377099990844727,6.377500057220459,6.371600151062012,6.375,6.375,0
2021-12-06 14:00:00+00:00,6.374000072479248,6.3765997886657715,6.37060022354126,6.376200199127197,6.376200199127197,0
2021-12-06 15:00:00+00:00,6.3755998611450195,6.3755998611450195,6.372499942779541,6.3755998611450195,6.3755998611450195,0
2021-12-06 16:00:00+00:00,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,0
2021-12-06 18:00:00+00:00,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,0
2021-12-06 19:00:00+00:00,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,0
2021-12-06 20:00:00+00:00,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,6.3755998611450195,0
2021-12-06 22:00:00+00:00,6.3755998611450195,6.376200199127197,6.3755998611450195,6.3755998611450195,6.3755998611450195,0
2021-12-07 01:00:00+00:00,6.3719000816345215,6.373300075531006,6.3684000968933105,6.3694000244140625,6.3694000244140625,0
2021-12-07 02:00:00+00:00,6.369699954986572,6.371500015258789,6.3694000244140625,6.370999813079834,6.370999813079834,0
2021-12-07 03:00:00+00:00,6.371200084686279,6.372200012207031,6.367800235748291,6.371399879455566,6.371399879455566,0
2021-12-07 04:00:00+00:00,6.371399879455566,6.371399879455566,6.367300033569336,6.370800018310547,6.370800018310547,0
2021-12-07 05:00:00+00:00,6.370800018310547,6.371200084686279,6.366799831390381,6.37060022354126,6.37060022354126,0
2021-12-07 06:00:00+00:00,6.37060022354126,6.370699882507324,6.366700172424316,6.367800235748291,6.367800235748291,0
2021-12-07 07:00:00+00:00,6.367800235748291,6.36870002746582,6.3649001121521,6.367400169372559,6.367400169372559,0
2021-12-07 08:00:00+00:00,6.367599964141846,6.368500232696533,6.363999843597412,6.367599964141846,6.367599964141846,0
2021-12-07 09:00:00+00:00,6.367599964141846,6.368299961090088,6.3618998527526855,6.365300178527832,6.365300178527832,0
2021-12-07 10:00:00+00:00,6.365300178527832,6.367400169372559,6.3618998527526855,6.367300033569336,6.367300033569336,0
2021-12-07 11:00:00+00:00,6.367300033569336,6.367700099945068,6.364200115203857,6.367599964141846,6.367599964141846,0
2021-12-07 12:00:00+00:00,6.367599964141846,6.3678998947143555,6.3643999099731445,6.3678998947143555,6.3678998947143555,0
2021-12-07 13:00:00+00:00,6.367800235748291,6.368500232696533,6.363699913024902,6.3684000968933105,6.3684000968933105,0
2021-12-07 14:00:00+00:00,6.368500232696533,6.368500232696533,6.3649001121521,6.366700172424316,6.366700172424316,0
2021-12-07 15:00:00+00:00,6.367000102996826,6.367000102996826,6.362500190734863,6.365699768066406,6.365699768066406,0
2021-12-07 16:00:00+00:00,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,0
2021-12-07 18:00:00+00:00,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,0
2021-12-07 21:00:00+00:00,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,6.365699768066406,0
2021-12-07 22:00:00+00:00,6.365799903869629,6.366799831390381,6.365699768066406,6.365699768066406,6.365699768066406,0
2021-12-08 01:00:00+00:00,6.365600109100342,6.365600109100342,6.358799934387207,6.359300136566162,6.359300136566162,0
2021-12-08 02:00:00+00:00,6.360300064086914,6.360499858856201,6.35099983215332,6.353300094604492,6.353300094604492,0
2021-12-08 03:00:00+00:00,6.353400230407715,6.355400085449219,6.350399971008301,6.353799819946289,6.353799819946289,0
2021-12-08 04:00:00+00:00,6.353600025177002,6.354000091552734,6.350100040435791,6.354000091552734,6.354000091552734,0
2021-12-08 05:00:00+00:00,6.353799819946289,6.354000091552734,6.348999977111816,6.35260009765625,6.35260009765625,0
2021-12-08 06:00:00+00:00,6.35260009765625,6.355299949645996,6.351399898529053,6.354400157928467,6.354400157928467,0
2021-12-08 07:00:00+00:00,6.354400157928467,6.355899810791016,6.352200031280518,6.355400085449219,6.355400085449219,0
2021-12-08 08:00:00+00:00,6.3557000160217285,6.3557000160217285,6.3454999923706055,6.346799850463867,6.346799850463867,0
2021-12-08 09:00:00+00:00,6.346799850463867,6.352399826049805,6.341899871826172,6.350500106811523,6.350500106811523,0
2021-12-08 10:00:00+00:00,6.350500106811523,6.3520002365112305,6.344699859619141,6.348299980163574,6.348299980163574,0
2021-12-08 11:00:00+00:00,6.348299980163574,6.348499774932861,6.343699932098389,6.344200134277344,6.344200134277344,0
